ID,date,time,height,type,location_id,location_name
Tide7018,2021-05-20,9:05,0.34,low,18321,Point Hicks
Tide7019,2021-05-20,15:45,1.06,high,18321,Point Hicks
Tide7020,2021-05-20,21:03,0.65,low,18321,Point Hicks
Tide7021,2021-05-21,3:30,1.27,high,18321,Point Hicks
Tide7022,2021-05-21,10:10,0.37,low,18321,Point Hicks
Tide7023,2021-05-21,16:36,1.19,high,18321,Point Hicks
Tide7024,2021-05-21,22:22,0.61,low,18321,Point Hicks
Tide7025,2021-05-22,4:36,1.34,high,18321,Point Hicks
Tide7026,2021-05-22,11:03,0.38,low,18321,Point Hicks
Tide7027,2021-05-22,17:20,1.31,high,18321,Point Hicks
Tide7028,2021-05-22,23:22,0.53,low,18321,Point Hicks
Tide7029,2021-05-23,5:31,1.39,high,18321,Point Hicks
Tide7030,2021-05-23,11:48,0.38,low,18321,Point Hicks
Tide7031,2021-05-23,18:02,1.41,high,18321,Point Hicks
Tide7032,2021-05-24,0:13,0.42,low,18321,Point Hicks
Tide7033,2021-05-24,6:25,1.4,high,18321,Point Hicks
Tide7034,2021-05-24,12:30,0.39,low,18321,Point Hicks
Tide7035,2021-05-24,18:45,1.48,high,18321,Point Hicks
Tide7036,2021-05-25,1:01,0.32,low,18321,Point Hicks
Tide7037,2021-05-25,7:18,1.38,high,18321,Point Hicks
Tide7038,2021-05-25,13:12,0.38,low,18321,Point Hicks
Tide7039,2021-05-25,19:28,1.51,high,18321,Point Hicks
Tide7040,2021-05-26,1:51,0.22,low,18321,Point Hicks
Tide7041,2021-05-26,8:15,1.31,high,18321,Point Hicks
Tide7042,2021-05-26,13:54,0.38,low,18321,Point Hicks
Tide7043,2021-05-26,20:13,1.52,high,18321,Point Hicks
Tide7044,2021-05-27,2:45,0.15,low,18321,Point Hicks
Tide7045,2021-05-27,9:11,1.23,high,18321,Point Hicks
Tide7046,2021-05-27,14:39,0.38,low,18321,Point Hicks
Tide7047,2021-05-27,21:00,1.49,high,18321,Point Hicks
Tide7048,2021-05-28,3:44,0.09,low,18321,Point Hicks
Tide7049,2021-05-28,10:05,1.13,high,18321,Point Hicks
Tide7050,2021-05-28,15:29,0.39,low,18321,Point Hicks
Tide7051,2021-05-28,21:47,1.45,high,18321,Point Hicks
Tide7052,2021-05-29,4:40,0.05,low,18321,Point Hicks
Tide7053,2021-05-29,10:57,1.03,high,18321,Point Hicks
Tide7054,2021-05-29,16:21,0.4,low,18321,Point Hicks
Tide7055,2021-05-29,22:36,1.38,high,18321,Point Hicks
Tide7056,2021-05-30,5:31,0.05,low,18321,Point Hicks
Tide7057,2021-05-30,11:48,0.94,high,18321,Point Hicks
Tide7058,2021-05-30,17:14,0.42,low,18321,Point Hicks
Tide7059,2021-05-30,23:26,1.31,high,18321,Point Hicks
Tide7060,2021-05-31,6:22,0.09,low,18321,Point Hicks
Tide7061,2021-05-31,12:45,0.89,high,18321,Point Hicks
Tide7062,2021-05-31,18:04,0.46,low,18321,Point Hicks
Tide7063,2021-06-01,0:19,1.24,high,18321,Point Hicks
Tide7064,2021-06-01,7:14,0.17,low,18321,Point Hicks
Tide7065,2021-06-01,13:51,0.89,high,18321,Point Hicks
Tide7066,2021-06-01,18:58,0.51,low,18321,Point Hicks
Tide7067,2021-06-02,1:20,1.18,high,18321,Point Hicks
Tide7068,2021-06-02,8:13,0.27,low,18321,Point Hicks
Tide7069,2021-06-02,15:04,0.94,high,18321,Point Hicks
Tide7070,2021-06-02,20:01,0.57,low,18321,Point Hicks
Tide7071,2021-06-03,2:31,1.15,high,18321,Point Hicks
Tide7072,2021-06-03,9:26,0.36,low,18321,Point Hicks
Tide7073,2021-06-03,16:03,1.03,high,18321,Point Hicks
Tide7074,2021-06-03,21:33,0.61,low,18321,Point Hicks
Tide7075,2021-06-04,3:44,1.15,high,18321,Point Hicks
Tide7076,2021-06-04,10:28,0.44,low,18321,Point Hicks
Tide7077,2021-06-04,16:47,1.13,high,18321,Point Hicks
Tide7078,2021-06-04,22:53,0.61,low,18321,Point Hicks
Tide7079,2021-06-05,4:42,1.17,high,18321,Point Hicks
Tide7080,2021-06-05,11:09,0.51,low,18321,Point Hicks
Tide7081,2021-06-05,17:26,1.22,high,18321,Point Hicks
Tide7082,2021-06-05,23:45,0.59,low,18321,Point Hicks
Tide7083,2021-06-06,5:30,1.17,high,18321,Point Hicks
Tide7084,2021-06-06,11:41,0.56,low,18321,Point Hicks
Tide7085,2021-06-06,18:01,1.3,high,18321,Point Hicks
Tide7086,2021-06-07,0:29,0.56,low,18321,Point Hicks
Tide7087,2021-06-07,6:15,1.17,high,18321,Point Hicks
Tide7088,2021-06-07,12:09,0.59,low,18321,Point Hicks
Tide7089,2021-06-07,18:35,1.35,high,18321,Point Hicks
Tide7090,2021-06-08,1:05,0.52,low,18321,Point Hicks
Tide7091,2021-06-08,6:58,1.14,high,18321,Point Hicks
Tide7092,2021-06-08,12:37,0.59,low,18321,Point Hicks
Tide7093,2021-06-08,19:08,1.38,high,18321,Point Hicks
Tide7094,2021-06-09,1:41,0.47,low,18321,Point Hicks
Tide7095,2021-06-09,7:41,1.1,high,18321,Point Hicks
Tide7096,2021-06-09,13:08,0.57,low,18321,Point Hicks
Tide7097,2021-06-09,19:41,1.38,high,18321,Point Hicks
Tide7098,2021-06-10,2:17,0.41,low,18321,Point Hicks
Tide7099,2021-06-10,8:23,1.05,high,18321,Point Hicks
Tide7100,2021-06-10,13:40,0.54,low,18321,Point Hicks
Tide7101,2021-06-10,20:13,1.36,high,18321,Point Hicks
Tide7102,2021-06-11,2:58,0.33,low,18321,Point Hicks
Tide7103,2021-06-11,9:05,1,high,18321,Point Hicks
Tide7104,2021-06-11,14:15,0.51,low,18321,Point Hicks
Tide7105,2021-06-11,20:45,1.33,high,18321,Point Hicks
Tide7106,2021-06-12,3:41,0.26,low,18321,Point Hicks
Tide7107,2021-06-12,9:48,0.95,high,18321,Point Hicks
Tide7108,2021-06-12,14:55,0.48,low,18321,Point Hicks
Tide7109,2021-06-12,21:22,1.3,high,18321,Point Hicks
Tide7110,2021-06-13,4:25,0.2,low,18321,Point Hicks
Tide7111,2021-06-13,10:31,0.91,high,18321,Point Hicks
Tide7112,2021-06-13,15:44,0.46,low,18321,Point Hicks
Tide7113,2021-06-13,22:02,1.26,high,18321,Point Hicks
Tide7114,2021-06-14,5:09,0.15,low,18321,Point Hicks
Tide7115,2021-06-14,11:16,0.89,high,18321,Point Hicks
Tide7116,2021-06-14,16:39,0.46,low,18321,Point Hicks
Tide7117,2021-06-14,22:48,1.23,high,18321,Point Hicks
Tide7118,2021-06-15,5:54,0.14,low,18321,Point Hicks
Tide7119,2021-06-15,12:05,0.89,high,18321,Point Hicks
Tide7120,2021-06-15,17:33,0.47,low,18321,Point Hicks
Tide7121,2021-06-15,23:40,1.21,high,18321,Point Hicks
Tide7122,2021-06-16,6:39,0.16,low,18321,Point Hicks
Tide7123,2021-06-16,12:59,0.92,high,18321,Point Hicks
Tide7124,2021-06-16,18:27,0.49,low,18321,Point Hicks
Tide7125,2021-06-17,0:36,1.2,high,18321,Point Hicks
Tide7126,2021-06-17,7:28,0.22,low,18321,Point Hicks
Tide7127,2021-06-17,13:59,0.99,high,18321,Point Hicks
Tide7128,2021-06-17,19:25,0.53,low,18321,Point Hicks
Tide7129,2021-06-18,1:43,1.21,high,18321,Point Hicks
Tide7130,2021-06-18,8:23,0.29,low,18321,Point Hicks
Tide7131,2021-06-18,15:01,1.09,high,18321,Point Hicks
Tide7132,2021-06-18,20:34,0.55,low,18321,Point Hicks
Tide7133,2021-06-19,3:00,1.23,high,18321,Point Hicks
Tide7134,2021-06-19,9:26,0.37,low,18321,Point Hicks
Tide7135,2021-06-19,15:58,1.22,high,18321,Point Hicks
Tide7136,2021-06-19,21:54,0.53,low,18321,Point Hicks
Tide7137,2021-06-20,4:13,1.27,high,18321,Point Hicks
Tide7138,2021-06-20,10:26,0.42,low,18321,Point Hicks
Tide7139,2021-06-20,16:47,1.34,high,18321,Point Hicks
Tide7140,2021-06-20,23:03,0.47,low,18321,Point Hicks
Tide7141,2021-06-21,5:14,1.3,high,18321,Point Hicks
Tide7142,2021-06-21,11:18,0.46,low,18321,Point Hicks
Tide7143,2021-06-21,17:33,1.45,high,18321,Point Hicks
Tide7144,2021-06-22,0:00,0.39,low,18321,Point Hicks
Tide7145,2021-06-22,6:11,1.31,high,18321,Point Hicks
Tide7146,2021-06-22,12:04,0.47,low,18321,Point Hicks
Tide7147,2021-06-22,18:19,1.53,high,18321,Point Hicks
Tide7148,2021-06-23,0:52,0.3,low,18321,Point Hicks
Tide7149,2021-06-23,7:08,1.29,high,18321,Point Hicks
Tide7150,2021-06-23,12:47,0.48,low,18321,Point Hicks
Tide7151,2021-06-23,19:06,1.57,high,18321,Point Hicks
Tide7152,2021-06-24,1:45,0.22,low,18321,Point Hicks
Tide7153,2021-06-24,8:08,1.24,high,18321,Point Hicks
Tide7154,2021-06-24,13:31,0.47,low,18321,Point Hicks
Tide7155,2021-06-24,19:54,1.58,high,18321,Point Hicks
Tide7156,2021-06-25,2:42,0.15,low,18321,Point Hicks
Tide7157,2021-06-25,9:05,1.18,high,18321,Point Hicks
Tide7158,2021-06-25,14:17,0.45,low,18321,Point Hicks
Tide7159,2021-06-25,20:44,1.55,high,18321,Point Hicks
Tide7160,2021-06-26,3:39,0.1,low,18321,Point Hicks
Tide7161,2021-06-26,9:58,1.1,high,18321,Point Hicks
Tide7162,2021-06-26,15:09,0.44,low,18321,Point Hicks
Tide7163,2021-06-26,21:33,1.5,high,18321,Point Hicks
Tide7164,2021-06-27,4:31,0.07,low,18321,Point Hicks
Tide7165,2021-06-27,10:45,1.03,high,18321,Point Hicks
Tide7166,2021-06-27,16:03,0.42,low,18321,Point Hicks
Tide7167,2021-06-27,22:21,1.41,high,18321,Point Hicks
Tide7168,2021-06-28,5:18,0.07,low,18321,Point Hicks
Tide7169,2021-06-28,11:30,0.96,high,18321,Point Hicks
Tide7170,2021-06-28,16:56,0.41,low,18321,Point Hicks
Tide7171,2021-06-28,23:09,1.32,high,18321,Point Hicks
Tide7172,2021-06-29,6:01,0.11,low,18321,Point Hicks
Tide7173,2021-06-29,12:17,0.92,high,18321,Point Hicks
Tide7174,2021-06-29,17:46,0.42,low,18321,Point Hicks
Tide7175,2021-06-29,23:58,1.22,high,18321,Point Hicks
Tide7176,2021-06-30,6:44,0.18,low,18321,Point Hicks
Tide7177,2021-06-30,13:09,0.91,high,18321,Point Hicks
Tide7178,2021-06-30,18:36,0.46,low,18321,Point Hicks
Tide7179,2021-07-01,0:49,1.13,high,18321,Point Hicks
Tide7180,2021-07-01,7:26,0.28,low,18321,Point Hicks
Tide7181,2021-07-01,14:09,0.94,high,18321,Point Hicks
Tide7182,2021-07-01,19:31,0.52,low,18321,Point Hicks
Tide7183,2021-07-02,1:50,1.06,high,18321,Point Hicks
Tide7184,2021-07-02,8:13,0.39,low,18321,Point Hicks
Tide7185,2021-07-02,15:10,1.01,high,18321,Point Hicks
Tide7186,2021-07-02,20:44,0.58,low,18321,Point Hicks
Tide7187,2021-07-03,3:01,1.03,high,18321,Point Hicks
Tide7188,2021-07-03,9:07,0.5,low,18321,Point Hicks
Tide7189,2021-07-03,16:02,1.1,high,18321,Point Hicks
Tide7190,2021-07-03,22:21,0.61,low,18321,Point Hicks
Tide7191,2021-07-04,4:07,1.03,high,18321,Point Hicks
Tide7192,2021-07-04,10:03,0.58,low,18321,Point Hicks
Tide7193,2021-07-04,16:45,1.19,high,18321,Point Hicks
Tide7194,2021-07-04,23:24,0.6,low,18321,Point Hicks
Tide7195,2021-07-05,5:00,1.04,high,18321,Point Hicks
Tide7196,2021-07-05,10:49,0.64,low,18321,Point Hicks
Tide7197,2021-07-05,17:24,1.28,high,18321,Point Hicks
Tide7198,2021-07-06,0:09,0.58,low,18321,Point Hicks
Tide7199,2021-07-06,5:47,1.05,high,18321,Point Hicks
Tide7200,2021-07-06,11:28,0.66,low,18321,Point Hicks
Tide7201,2021-07-06,18:00,1.34,high,18321,Point Hicks
Tide7202,2021-07-07,0:46,0.55,low,18321,Point Hicks
Tide7203,2021-07-07,6:32,1.06,high,18321,Point Hicks
Tide7204,2021-07-07,12:03,0.66,low,18321,Point Hicks
Tide7205,2021-07-07,18:34,1.38,high,18321,Point Hicks
Tide7206,2021-07-08,1:20,0.49,low,18321,Point Hicks
Tide7207,2021-07-08,7:17,1.05,high,18321,Point Hicks
Tide7208,2021-07-08,12:38,0.64,low,18321,Point Hicks
Tide7209,2021-07-08,19:09,1.41,high,18321,Point Hicks
Tide7210,2021-07-09,1:56,0.41,low,18321,Point Hicks
Tide7211,2021-07-09,8:03,1.04,high,18321,Point Hicks
Tide7212,2021-07-09,13:15,0.59,low,18321,Point Hicks
Tide7213,2021-07-09,19:45,1.41,high,18321,Point Hicks
Tide7214,2021-07-10,2:35,0.32,low,18321,Point Hicks
Tide7215,2021-07-10,8:47,1.02,high,18321,Point Hicks
Tide7216,2021-07-10,13:54,0.54,low,18321,Point Hicks
Tide7217,2021-07-10,20:23,1.39,high,18321,Point Hicks
Tide7218,2021-07-11,3:17,0.24,low,18321,Point Hicks
Tide7219,2021-07-11,9:30,1,high,18321,Point Hicks
Tide7220,2021-07-11,14:37,0.48,low,18321,Point Hicks
Tide7221,2021-07-11,21:03,1.37,high,18321,Point Hicks
Tide7222,2021-07-12,4:01,0.16,low,18321,Point Hicks
Tide7223,2021-07-12,10:13,0.98,high,18321,Point Hicks
Tide7224,2021-07-12,15:27,0.44,low,18321,Point Hicks
Tide7225,2021-07-12,21:46,1.33,high,18321,Point Hicks
Tide7226,2021-07-13,4:45,0.1,low,18321,Point Hicks
Tide7227,2021-07-13,10:54,0.97,high,18321,Point Hicks
Tide7228,2021-07-13,16:22,0.4,low,18321,Point Hicks
Tide7229,2021-07-13,22:33,1.29,high,18321,Point Hicks
Tide7230,2021-07-14,5:29,0.09,low,18321,Point Hicks
Tide7231,2021-07-14,11:38,0.97,high,18321,Point Hicks
Tide7232,2021-07-14,17:16,0.38,low,18321,Point Hicks
Tide7233,2021-07-14,23:23,1.25,high,18321,Point Hicks
Tide7234,2021-07-15,6:12,0.11,low,18321,Point Hicks
Tide7235,2021-07-15,12:24,1,high,18321,Point Hicks
Tide7236,2021-07-15,18:09,0.38,low,18321,Point Hicks
Tide7237,2021-07-16,0:17,1.21,high,18321,Point Hicks
Tide7238,2021-07-16,6:57,0.18,low,18321,Point Hicks
Tide7239,2021-07-16,13:16,1.05,high,18321,Point Hicks
Tide7240,2021-07-16,19:04,0.41,low,18321,Point Hicks
Tide7241,2021-07-17,1:19,1.18,high,18321,Point Hicks
Tide7242,2021-07-17,7:46,0.28,low,18321,Point Hicks
Tide7243,2021-07-17,14:15,1.13,high,18321,Point Hicks
Tide7244,2021-07-17,20:08,0.44,low,18321,Point Hicks
Tide7245,2021-07-18,2:34,1.16,high,18321,Point Hicks
Tide7246,2021-07-18,8:44,0.39,low,18321,Point Hicks
Tide7247,2021-07-18,15:17,1.23,high,18321,Point Hicks
Tide7248,2021-07-18,21:29,0.46,low,18321,Point Hicks
Tide7249,2021-07-19,3:54,1.17,high,18321,Point Hicks
Tide7250,2021-07-19,9:48,0.48,low,18321,Point Hicks
Tide7251,2021-07-19,16:15,1.35,high,18321,Point Hicks
Tide7252,2021-07-19,22:47,0.42,low,18321,Point Hicks
Tide7253,2021-07-20,5:00,1.2,high,18321,Point Hicks
Tide7254,2021-07-20,10:49,0.54,low,18321,Point Hicks
Tide7255,2021-07-20,17:08,1.46,high,18321,Point Hicks
Tide7256,2021-07-20,23:51,0.36,low,18321,Point Hicks
Tide7257,2021-07-21,6:01,1.22,high,18321,Point Hicks
Tide7258,2021-07-21,11:42,0.56,low,18321,Point Hicks
Tide7259,2021-07-21,17:59,1.55,high,18321,Point Hicks
Tide7260,2021-07-22,0:46,0.3,low,18321,Point Hicks
Tide7261,2021-07-22,7:01,1.22,high,18321,Point Hicks
Tide7262,2021-07-22,12:29,0.55,low,18321,Point Hicks
Tide7263,2021-07-22,18:49,1.6,high,18321,Point Hicks
Tide7264,2021-07-23,1:42,0.24,low,18321,Point Hicks
Tide7265,2021-07-23,8:01,1.2,high,18321,Point Hicks
Tide7266,2021-07-23,13:15,0.53,low,18321,Point Hicks
Tide7267,2021-07-23,19:40,1.61,high,18321,Point Hicks
Tide7268,2021-07-24,2:36,0.18,low,18321,Point Hicks
Tide7269,2021-07-24,8:56,1.17,high,18321,Point Hicks
Tide7270,2021-07-24,14:02,0.49,low,18321,Point Hicks
Tide7271,2021-07-24,20:30,1.58,high,18321,Point Hicks
Tide7272,2021-07-25,3:29,0.14,low,18321,Point Hicks
Tide7273,2021-07-25,9:43,1.13,high,18321,Point Hicks
Tide7274,2021-07-25,14:54,0.44,low,18321,Point Hicks
Tide7275,2021-07-25,21:20,1.51,high,18321,Point Hicks
Tide7276,2021-07-26,4:15,0.12,low,18321,Point Hicks
Tide7277,2021-07-26,10:25,1.07,high,18321,Point Hicks
Tide7278,2021-07-26,15:47,0.4,low,18321,Point Hicks
Tide7279,2021-07-26,22:06,1.41,high,18321,Point Hicks
Tide7280,2021-07-27,4:56,0.13,low,18321,Point Hicks
Tide7281,2021-07-27,11:04,1.02,high,18321,Point Hicks
Tide7282,2021-07-27,16:38,0.38,low,18321,Point Hicks
Tide7283,2021-07-27,22:50,1.3,high,18321,Point Hicks
Tide7284,2021-07-28,5:32,0.16,low,18321,Point Hicks
Tide7285,2021-07-28,11:44,0.98,high,18321,Point Hicks
Tide7286,2021-07-28,17:26,0.37,low,18321,Point Hicks
Tide7287,2021-07-28,23:33,1.18,high,18321,Point Hicks
Tide7288,2021-07-29,6:07,0.22,low,18321,Point Hicks
Tide7289,2021-07-29,12:25,0.96,high,18321,Point Hicks
Tide7290,2021-07-29,18:12,0.4,low,18321,Point Hicks
Tide7291,2021-07-30,0:17,1.06,high,18321,Point Hicks
Tide7292,2021-07-30,6:41,0.31,low,18321,Point Hicks
Tide7293,2021-07-30,13:10,0.97,high,18321,Point Hicks
Tide7294,2021-07-30,19:00,0.46,low,18321,Point Hicks
Tide7295,2021-07-31,1:06,0.97,high,18321,Point Hicks
Tide7296,2021-07-31,7:16,0.41,low,18321,Point Hicks
Tide7297,2021-07-31,14:03,1,high,18321,Point Hicks
Tide7298,2021-07-31,19:56,0.54,low,18321,Point Hicks
Tide7299,2021-08-01,2:08,0.92,high,18321,Point Hicks
Tide7300,2021-08-01,7:56,0.52,low,18321,Point Hicks
Tide7301,2021-08-01,15:03,1.06,high,18321,Point Hicks
Tide7302,2021-08-01,21:23,0.6,low,18321,Point Hicks
Tide7303,2021-08-02,3:26,0.91,high,18321,Point Hicks
Tide7304,2021-08-02,8:45,0.62,low,18321,Point Hicks
Tide7305,2021-08-02,15:59,1.14,high,18321,Point Hicks
Tide7306,2021-08-02,22:56,0.61,low,18321,Point Hicks
Tide7307,2021-08-03,4:31,0.93,high,18321,Point Hicks
Tide7308,2021-08-03,9:49,0.69,low,18321,Point Hicks
Tide7309,2021-08-03,16:45,1.23,high,18321,Point Hicks
Tide7310,2021-08-03,23:46,0.59,low,18321,Point Hicks
Tide7311,2021-08-04,5:24,0.98,high,18321,Point Hicks
Tide7312,2021-08-04,10:48,0.72,low,18321,Point Hicks
Tide7313,2021-08-04,17:26,1.31,high,18321,Point Hicks
Tide7314,2021-08-05,0:23,0.55,low,18321,Point Hicks
Tide7315,2021-08-05,6:12,1.02,high,18321,Point Hicks
Tide7316,2021-08-05,11:35,0.72,low,18321,Point Hicks
