ID,date,time,height,type,location_id,location_name
Tide32,2021-04-09,8:59,2.07,high,11840,Cape Woolamai
Tide33,2021-04-09,14:47,0.88,low,11840,Cape Woolamai
Tide34,2021-04-09,22:03,2.2,high,11840,Cape Woolamai
Tide35,2021-04-10,3:37,1.14,low,11840,Cape Woolamai
Tide36,2021-04-10,10:25,2.07,high,11840,Cape Woolamai
Tide37,2021-04-10,16:05,1,low,11840,Cape Woolamai
Tide38,2021-04-10,23:07,2.19,high,11840,Cape Woolamai
Tide39,2021-04-11,4:56,1.07,low,11840,Cape Woolamai
Tide40,2021-04-11,11:35,2.16,high,11840,Cape Woolamai
Tide41,2021-04-11,17:23,1.03,low,11840,Cape Woolamai
Tide42,2021-04-12,0:00,2.22,high,11840,Cape Woolamai
Tide43,2021-04-12,6:00,0.93,low,11840,Cape Woolamai
Tide44,2021-04-12,12:32,2.3,high,11840,Cape Woolamai
Tide45,2021-04-12,18:27,0.99,low,11840,Cape Woolamai
Tide46,2021-04-13,0:45,2.27,high,11840,Cape Woolamai
Tide47,2021-04-13,6:48,0.77,low,11840,Cape Woolamai
Tide48,2021-04-13,13:20,2.44,high,11840,Cape Woolamai
Tide49,2021-04-13,19:18,0.94,low,11840,Cape Woolamai
Tide50,2021-04-14,1:23,2.31,high,11840,Cape Woolamai
Tide51,2021-04-14,7:27,0.63,low,11840,Cape Woolamai
Tide52,2021-04-14,13:59,2.56,high,11840,Cape Woolamai
Tide53,2021-04-14,20:00,0.89,low,11840,Cape Woolamai
Tide54,2021-04-15,1:57,2.35,high,11840,Cape Woolamai
Tide55,2021-04-15,8:01,0.52,low,11840,Cape Woolamai
Tide56,2021-04-15,14:35,2.66,high,11840,Cape Woolamai
Tide57,2021-04-15,20:37,0.86,low,11840,Cape Woolamai
Tide58,2021-04-16,2:27,2.38,high,11840,Cape Woolamai
Tide59,2021-04-16,8:32,0.45,low,11840,Cape Woolamai
Tide60,2021-04-16,15:09,2.72,high,11840,Cape Woolamai
Tide61,2021-04-16,21:10,0.85,low,11840,Cape Woolamai
Tide62,2021-04-17,2:57,2.38,high,11840,Cape Woolamai
Tide63,2021-04-17,9:01,0.43,low,11840,Cape Woolamai
Tide64,2021-04-17,15:42,2.73,high,11840,Cape Woolamai
Tide65,2021-04-17,21:41,0.88,low,11840,Cape Woolamai
Tide66,2021-04-18,3:27,2.37,high,11840,Cape Woolamai
Tide67,2021-04-18,9:29,0.43,low,11840,Cape Woolamai
Tide68,2021-04-18,16:14,2.7,high,11840,Cape Woolamai
Tide69,2021-04-18,22:10,0.93,low,11840,Cape Woolamai
Tide70,2021-04-19,3:57,2.34,high,11840,Cape Woolamai
Tide71,2021-04-19,9:58,0.46,low,11840,Cape Woolamai
Tide72,2021-04-19,16:49,2.64,high,11840,Cape Woolamai
Tide73,2021-04-19,22:39,1,low,11840,Cape Woolamai
Tide74,2021-04-20,4:28,2.29,high,11840,Cape Woolamai
Tide75,2021-04-20,10:30,0.5,low,11840,Cape Woolamai
Tide76,2021-04-20,17:26,2.55,high,11840,Cape Woolamai
Tide77,2021-04-20,23:10,1.06,low,11840,Cape Woolamai
Tide78,2021-04-21,5:02,2.23,high,11840,Cape Woolamai
Tide79,2021-04-21,11:07,0.56,low,11840,Cape Woolamai
Tide80,2021-04-21,18:08,2.46,high,11840,Cape Woolamai
Tide81,2021-04-21,23:48,1.11,low,11840,Cape Woolamai
Tide82,2021-04-22,5:43,2.17,high,11840,Cape Woolamai
Tide83,2021-04-22,11:51,0.63,low,11840,Cape Woolamai
Tide84,2021-04-22,18:56,2.37,high,11840,Cape Woolamai
Tide85,2021-04-23,0:33,1.14,low,11840,Cape Woolamai
Tide86,2021-04-23,6:38,2.11,high,11840,Cape Woolamai
Tide87,2021-04-23,12:43,0.73,low,11840,Cape Woolamai
Tide88,2021-04-23,19:53,2.3,high,11840,Cape Woolamai
Tide89,2021-04-24,1:26,1.13,low,11840,Cape Woolamai
Tide90,2021-04-24,7:56,2.09,high,11840,Cape Woolamai
Tide91,2021-04-24,13:44,0.84,low,11840,Cape Woolamai
Tide92,2021-04-24,20:57,2.27,high,11840,Cape Woolamai
Tide93,2021-04-25,2:32,1.07,low,11840,Cape Woolamai
Tide94,2021-04-25,9:24,2.15,high,11840,Cape Woolamai
Tide95,2021-04-25,14:56,0.94,low,11840,Cape Woolamai
Tide96,2021-04-25,22:02,2.28,high,11840,Cape Woolamai
Tide97,2021-04-26,3:44,0.93,low,11840,Cape Woolamai
Tide98,2021-04-26,10:41,2.32,high,11840,Cape Woolamai
Tide99,2021-04-26,16:16,0.98,low,11840,Cape Woolamai
Tide100,2021-04-26,23:01,2.33,high,11840,Cape Woolamai
Tide101,2021-04-27,4:52,0.73,low,11840,Cape Woolamai
Tide102,2021-04-27,11:47,2.53,high,11840,Cape Woolamai
Tide103,2021-04-27,17:30,0.96,low,11840,Cape Woolamai
Tide104,2021-04-27,23:57,2.39,high,11840,Cape Woolamai
Tide105,2021-04-28,5:50,0.49,low,11840,Cape Woolamai
Tide106,2021-04-28,12:47,2.74,high,11840,Cape Woolamai
Tide107,2021-04-28,18:33,0.9,low,11840,Cape Woolamai
Tide108,2021-04-29,0:48,2.46,high,11840,Cape Woolamai
Tide109,2021-04-29,6:44,0.29,low,11840,Cape Woolamai
Tide110,2021-04-29,13:42,2.92,high,11840,Cape Woolamai
Tide111,2021-04-29,19:29,0.85,low,11840,Cape Woolamai
Tide112,2021-04-30,1:38,2.52,high,11840,Cape Woolamai
Tide113,2021-04-30,7:33,0.14,low,11840,Cape Woolamai
Tide114,2021-04-30,14:35,3.02,high,11840,Cape Woolamai
Tide115,2021-04-30,20:19,0.8,low,11840,Cape Woolamai
Tide116,2021-05-01,2:27,2.56,high,11840,Cape Woolamai
Tide117,2021-05-01,8:22,0.06,low,11840,Cape Woolamai
Tide118,2021-05-01,15:24,3.05,high,11840,Cape Woolamai
Tide119,2021-05-01,21:07,0.78,low,11840,Cape Woolamai
Tide120,2021-05-02,3:13,2.57,high,11840,Cape Woolamai
Tide121,2021-05-02,9:10,0.07,low,11840,Cape Woolamai
Tide122,2021-05-02,16:12,3.01,high,11840,Cape Woolamai
Tide123,2021-05-02,21:54,0.78,low,11840,Cape Woolamai
Tide124,2021-05-03,4:00,2.55,high,11840,Cape Woolamai
Tide125,2021-05-03,9:58,0.15,low,11840,Cape Woolamai
Tide126,2021-05-03,16:58,2.9,high,11840,Cape Woolamai
Tide127,2021-05-03,22:40,0.8,low,11840,Cape Woolamai
Tide128,2021-05-04,4:47,2.48,high,11840,Cape Woolamai
Tide129,2021-05-04,10:47,0.29,low,11840,Cape Woolamai
Tide130,2021-05-04,17:44,2.75,high,11840,Cape Woolamai
Tide131,2021-05-04,23:27,0.85,low,11840,Cape Woolamai
Tide132,2021-05-05,5:36,2.38,high,11840,Cape Woolamai
Tide133,2021-05-05,11:35,0.48,low,11840,Cape Woolamai
Tide134,2021-05-05,18:32,2.59,high,11840,Cape Woolamai
Tide135,2021-05-06,0:15,0.91,low,11840,Cape Woolamai
Tide136,2021-05-06,6:31,2.26,high,11840,Cape Woolamai
Tide137,2021-05-06,12:26,0.69,low,11840,Cape Woolamai
Tide138,2021-05-06,19:24,2.42,high,11840,Cape Woolamai
Tide139,2021-05-07,1:07,0.98,low,11840,Cape Woolamai
Tide140,2021-05-07,7:38,2.14,high,11840,Cape Woolamai
Tide141,2021-05-07,13:21,0.9,low,11840,Cape Woolamai
Tide142,2021-05-07,20:20,2.29,high,11840,Cape Woolamai
Tide143,2021-05-08,2:06,1.03,low,11840,Cape Woolamai
Tide144,2021-05-08,8:57,2.09,high,11840,Cape Woolamai
Tide145,2021-05-08,14:25,1.09,low,11840,Cape Woolamai
Tide146,2021-05-08,21:21,2.19,high,11840,Cape Woolamai
Tide147,2021-05-09,3:16,1.03,low,11840,Cape Woolamai
Tide148,2021-05-09,10:12,2.12,high,11840,Cape Woolamai
Tide149,2021-05-09,15:43,1.21,low,11840,Cape Woolamai
Tide150,2021-05-09,22:19,2.14,high,11840,Cape Woolamai
Tide151,2021-05-10,4:25,0.96,low,11840,Cape Woolamai
Tide152,2021-05-10,11:16,2.22,high,11840,Cape Woolamai
Tide153,2021-05-10,17:00,1.23,low,11840,Cape Woolamai
Tide154,2021-05-10,23:12,2.13,high,11840,Cape Woolamai
Tide155,2021-05-11,5:21,0.85,low,11840,Cape Woolamai
Tide156,2021-05-11,12:08,2.36,high,11840,Cape Woolamai
Tide157,2021-05-11,18:03,1.19,low,11840,Cape Woolamai
Tide158,2021-05-11,23:57,2.15,high,11840,Cape Woolamai
Tide159,2021-05-12,6:06,0.73,low,11840,Cape Woolamai
Tide160,2021-05-12,12:51,2.5,high,11840,Cape Woolamai
Tide161,2021-05-12,18:52,1.11,low,11840,Cape Woolamai
Tide162,2021-05-13,0:36,2.19,high,11840,Cape Woolamai
Tide163,2021-05-13,6:45,0.61,low,11840,Cape Woolamai
Tide164,2021-05-13,13:28,2.63,high,11840,Cape Woolamai
Tide165,2021-05-13,19:33,1.04,low,11840,Cape Woolamai
Tide166,2021-05-14,1:12,2.24,high,11840,Cape Woolamai
Tide167,2021-05-14,7:19,0.52,low,11840,Cape Woolamai
Tide168,2021-05-14,14:04,2.73,high,11840,Cape Woolamai
Tide169,2021-05-14,20:10,0.99,low,11840,Cape Woolamai
Tide170,2021-05-15,1:47,2.29,high,11840,Cape Woolamai
Tide171,2021-05-15,7:51,0.46,low,11840,Cape Woolamai
Tide172,2021-05-15,14:39,2.79,high,11840,Cape Woolamai
Tide173,2021-05-15,20:44,0.97,low,11840,Cape Woolamai
Tide174,2021-05-16,2:21,2.32,high,11840,Cape Woolamai
Tide175,2021-05-16,8:22,0.43,low,11840,Cape Woolamai
Tide176,2021-05-16,15:14,2.8,high,11840,Cape Woolamai
Tide177,2021-05-16,21:15,0.98,low,11840,Cape Woolamai
Tide178,2021-05-17,2:55,2.32,high,11840,Cape Woolamai
Tide179,2021-05-17,8:54,0.43,low,11840,Cape Woolamai
Tide180,2021-05-17,15:50,2.77,high,11840,Cape Woolamai
Tide181,2021-05-17,21:45,1.01,low,11840,Cape Woolamai
Tide182,2021-05-18,3:29,2.3,high,11840,Cape Woolamai
Tide183,2021-05-18,9:27,0.46,low,11840,Cape Woolamai
Tide184,2021-05-18,16:27,2.7,high,11840,Cape Woolamai
Tide185,2021-05-18,22:16,1.04,low,11840,Cape Woolamai
Tide186,2021-05-19,4:06,2.26,high,11840,Cape Woolamai
Tide187,2021-05-19,10:03,0.52,low,11840,Cape Woolamai
Tide188,2021-05-19,17:06,2.61,high,11840,Cape Woolamai
Tide189,2021-05-19,22:49,1.05,low,11840,Cape Woolamai
Tide190,2021-05-20,4:47,2.21,high,11840,Cape Woolamai
Tide191,2021-05-20,10:44,0.59,low,11840,Cape Woolamai
Tide192,2021-05-20,17:46,2.53,high,11840,Cape Woolamai
Tide193,2021-05-20,23:30,1.04,low,11840,Cape Woolamai
Tide194,2021-05-21,5:37,2.16,high,11840,Cape Woolamai
Tide195,2021-05-21,11:30,0.7,low,11840,Cape Woolamai
Tide196,2021-05-21,18:31,2.45,high,11840,Cape Woolamai
Tide197,2021-05-22,0:15,0.99,low,11840,Cape Woolamai
Tide198,2021-05-22,6:41,2.14,high,11840,Cape Woolamai
Tide199,2021-05-22,12:22,0.82,low,11840,Cape Woolamai
Tide200,2021-05-22,19:21,2.38,high,11840,Cape Woolamai
Tide201,2021-05-23,1:07,0.91,low,11840,Cape Woolamai
Tide202,2021-05-23,7:56,2.18,high,11840,Cape Woolamai
Tide203,2021-05-23,13:22,0.95,low,11840,Cape Woolamai
Tide204,2021-05-23,20:15,2.33,high,11840,Cape Woolamai
Tide205,2021-05-24,2:06,0.8,low,11840,Cape Woolamai
Tide206,2021-05-24,9:13,2.29,high,11840,Cape Woolamai
Tide207,2021-05-24,14:32,1.06,low,11840,Cape Woolamai
Tide208,2021-05-24,21:15,2.31,high,11840,Cape Woolamai
Tide209,2021-05-25,3:11,0.65,low,11840,Cape Woolamai
Tide210,2021-05-25,10:24,2.46,high,11840,Cape Woolamai
Tide211,2021-05-25,15:48,1.12,low,11840,Cape Woolamai
Tide212,2021-05-25,22:16,2.31,high,11840,Cape Woolamai
Tide213,2021-05-26,4:16,0.48,low,11840,Cape Woolamai
Tide214,2021-05-26,11:27,2.65,high,11840,Cape Woolamai
Tide215,2021-05-26,17:02,1.11,low,11840,Cape Woolamai
Tide216,2021-05-26,23:15,2.35,high,11840,Cape Woolamai
Tide217,2021-05-27,5:17,0.31,low,11840,Cape Woolamai
Tide218,2021-05-27,12:26,2.83,high,11840,Cape Woolamai
Tide219,2021-05-27,18:06,1.05,low,11840,Cape Woolamai
Tide220,2021-05-28,0:12,2.4,high,11840,Cape Woolamai
Tide221,2021-05-28,6:13,0.18,low,11840,Cape Woolamai
Tide222,2021-05-28,13:22,2.96,high,11840,Cape Woolamai
Tide223,2021-05-28,19:04,0.97,low,11840,Cape Woolamai
Tide224,2021-05-29,1:08,2.46,high,11840,Cape Woolamai
Tide225,2021-05-29,7:07,0.1,low,11840,Cape Woolamai
Tide226,2021-05-29,14:14,3.02,high,11840,Cape Woolamai
Tide227,2021-05-29,19:58,0.9,low,11840,Cape Woolamai
Tide228,2021-05-30,2:01,2.5,high,11840,Cape Woolamai
Tide229,2021-05-30,7:59,0.09,low,11840,Cape Woolamai
Tide230,2021-05-30,15:05,3.02,high,11840,Cape Woolamai
Tide231,2021-05-30,20:49,0.85,low,11840,Cape Woolamai
Tide232,2021-05-31,2:53,2.52,high,11840,Cape Woolamai
Tide233,2021-05-31,8:50,0.15,low,11840,Cape Woolamai
Tide234,2021-05-31,15:53,2.96,high,11840,Cape Woolamai
Tide235,2021-05-31,21:38,0.81,low,11840,Cape Woolamai
Tide236,2021-06-01,3:44,2.49,high,11840,Cape Woolamai
Tide237,2021-06-01,9:41,0.26,low,11840,Cape Woolamai
Tide238,2021-06-01,16:40,2.86,high,11840,Cape Woolamai
Tide239,2021-06-01,22:27,0.8,low,11840,Cape Woolamai
Tide240,2021-06-02,4:35,2.43,high,11840,Cape Woolamai
Tide241,2021-06-02,10:31,0.42,low,11840,Cape Woolamai
Tide242,2021-06-02,17:25,2.73,high,11840,Cape Woolamai
Tide243,2021-06-02,23:14,0.8,low,11840,Cape Woolamai
Tide244,2021-06-03,5:28,2.33,high,11840,Cape Woolamai
Tide245,2021-06-03,11:19,0.61,low,11840,Cape Woolamai
Tide246,2021-06-03,18:08,2.59,high,11840,Cape Woolamai
Tide247,2021-06-04,0:02,0.82,low,11840,Cape Woolamai
Tide248,2021-06-04,6:26,2.23,high,11840,Cape Woolamai
Tide249,2021-06-04,12:08,0.82,low,11840,Cape Woolamai
Tide250,2021-06-04,18:52,2.44,high,11840,Cape Woolamai
Tide251,2021-06-05,0:51,0.85,low,11840,Cape Woolamai
Tide252,2021-06-05,7:28,2.15,high,11840,Cape Woolamai
Tide253,2021-06-05,13:00,1.03,low,11840,Cape Woolamai
Tide254,2021-06-05,19:36,2.3,high,11840,Cape Woolamai
Tide255,2021-06-06,1:44,0.88,low,11840,Cape Woolamai
Tide256,2021-06-06,8:37,2.12,high,11840,Cape Woolamai
Tide257,2021-06-06,13:58,1.21,low,11840,Cape Woolamai
Tide258,2021-06-06,20:24,2.18,high,11840,Cape Woolamai
Tide259,2021-06-07,2:41,0.88,low,11840,Cape Woolamai
Tide260,2021-06-07,9:43,2.15,high,11840,Cape Woolamai
Tide261,2021-06-07,15:08,1.32,low,11840,Cape Woolamai
Tide262,2021-06-07,21:14,2.09,high,11840,Cape Woolamai
Tide263,2021-06-08,3:40,0.85,low,11840,Cape Woolamai
Tide264,2021-06-08,10:42,2.23,high,11840,Cape Woolamai
Tide265,2021-06-08,16:23,1.35,low,11840,Cape Woolamai
Tide266,2021-06-08,22:08,2.04,high,11840,Cape Woolamai
Tide267,2021-06-09,4:33,0.79,low,11840,Cape Woolamai
Tide268,2021-06-09,11:31,2.35,high,11840,Cape Woolamai
Tide269,2021-06-09,17:26,1.31,low,11840,Cape Woolamai
Tide270,2021-06-09,22:58,2.04,high,11840,Cape Woolamai
Tide271,2021-06-10,5:19,0.7,low,11840,Cape Woolamai
Tide272,2021-06-10,12:14,2.48,high,11840,Cape Woolamai
Tide273,2021-06-10,18:18,1.24,low,11840,Cape Woolamai
Tide274,2021-06-10,23:44,2.08,high,11840,Cape Woolamai
Tide275,2021-06-11,6:01,0.61,low,11840,Cape Woolamai
Tide276,2021-06-11,12:55,2.6,high,11840,Cape Woolamai
Tide277,2021-06-11,19:02,1.16,low,11840,Cape Woolamai
Tide278,2021-06-12,0:27,2.14,high,11840,Cape Woolamai
Tide279,2021-06-12,6:38,0.52,low,11840,Cape Woolamai
Tide280,2021-06-12,13:33,2.7,high,11840,Cape Woolamai
Tide281,2021-06-12,19:40,1.1,low,11840,Cape Woolamai
Tide282,2021-06-13,1:09,2.2,high,11840,Cape Woolamai
Tide283,2021-06-13,7:15,0.45,low,11840,Cape Woolamai
Tide284,2021-06-13,14:12,2.76,high,11840,Cape Woolamai
Tide285,2021-06-13,20:16,1.06,low,11840,Cape Woolamai
Tide286,2021-06-14,1:49,2.24,high,11840,Cape Woolamai
Tide287,2021-06-14,7:50,0.42,low,11840,Cape Woolamai
Tide288,2021-06-14,14:51,2.77,high,11840,Cape Woolamai
Tide289,2021-06-14,20:49,1.04,low,11840,Cape Woolamai
Tide290,2021-06-15,2:28,2.26,high,11840,Cape Woolamai
Tide291,2021-06-15,8:27,0.42,low,11840,Cape Woolamai
Tide292,2021-06-15,15:29,2.75,high,11840,Cape Woolamai
Tide293,2021-06-15,21:22,1.02,low,11840,Cape Woolamai
Tide294,2021-06-16,3:11,2.26,high,11840,Cape Woolamai
Tide295,2021-06-16,9:04,0.46,low,11840,Cape Woolamai
Tide296,2021-06-16,16:09,2.7,high,11840,Cape Woolamai
Tide297,2021-06-16,21:57,0.99,low,11840,Cape Woolamai
Tide298,2021-06-17,3:55,2.23,high,11840,Cape Woolamai
Tide299,2021-06-17,9:45,0.53,low,11840,Cape Woolamai
Tide300,2021-06-17,16:48,2.62,high,11840,Cape Woolamai
Tide301,2021-06-17,22:33,0.94,low,11840,Cape Woolamai
Tide302,2021-06-18,4:44,2.2,high,11840,Cape Woolamai
Tide303,2021-06-18,10:29,0.63,low,11840,Cape Woolamai
Tide304,2021-06-18,17:27,2.55,high,11840,Cape Woolamai
Tide305,2021-06-18,23:14,0.85,low,11840,Cape Woolamai
Tide306,2021-06-19,5:41,2.2,high,11840,Cape Woolamai
Tide307,2021-06-19,11:16,0.75,low,11840,Cape Woolamai
Tide308,2021-06-19,18:07,2.48,high,11840,Cape Woolamai
Tide309,2021-06-19,23:58,0.75,low,11840,Cape Woolamai
Tide310,2021-06-20,6:42,2.23,high,11840,Cape Woolamai
Tide311,2021-06-20,12:08,0.88,low,11840,Cape Woolamai
Tide312,2021-06-20,18:50,2.42,high,11840,Cape Woolamai
Tide313,2021-06-21,0:48,0.63,low,11840,Cape Woolamai
Tide314,2021-06-21,7:49,2.3,high,11840,Cape Woolamai
Tide315,2021-06-21,13:05,1.01,low,11840,Cape Woolamai
Tide316,2021-06-21,19:37,2.36,high,11840,Cape Woolamai
Tide317,2021-06-22,1:41,0.51,low,11840,Cape Woolamai
Tide318,2021-06-22,8:56,2.4,high,11840,Cape Woolamai
Tide319,2021-06-22,14:09,1.11,low,11840,Cape Woolamai
Tide320,2021-06-22,20:31,2.31,high,11840,Cape Woolamai
Tide321,2021-06-23,2:41,0.4,low,11840,Cape Woolamai
Tide322,2021-06-23,10:01,2.52,high,11840,Cape Woolamai
Tide323,2021-06-23,15:19,1.17,low,11840,Cape Woolamai
Tide324,2021-06-23,21:33,2.28,high,11840,Cape Woolamai
Tide325,2021-06-24,3:44,0.3,low,11840,Cape Woolamai
Tide326,2021-06-24,11:04,2.65,high,11840,Cape Woolamai
Tide327,2021-06-24,16:32,1.17,low,11840,Cape Woolamai
Tide328,2021-06-24,22:39,2.29,high,11840,Cape Woolamai
Tide329,2021-06-25,4:47,0.22,low,11840,Cape Woolamai
Tide330,2021-06-25,12:04,2.76,high,11840,Cape Woolamai
Tide331,2021-06-25,17:39,1.12,low,11840,Cape Woolamai
Tide332,2021-06-25,23:42,2.32,high,11840,Cape Woolamai
Tide333,2021-06-26,5:47,0.17,low,11840,Cape Woolamai
Tide334,2021-06-26,13:02,2.84,high,11840,Cape Woolamai
Tide335,2021-06-26,18:41,1.05,low,11840,Cape Woolamai
Tide336,2021-06-27,0:43,2.37,high,11840,Cape Woolamai
Tide337,2021-06-27,6:46,0.15,low,11840,Cape Woolamai
Tide338,2021-06-27,13:57,2.88,high,11840,Cape Woolamai
Tide339,2021-06-27,19:39,0.95,low,11840,Cape Woolamai
Tide340,2021-06-28,1:42,2.42,high,11840,Cape Woolamai
Tide341,2021-06-28,7:42,0.18,low,11840,Cape Woolamai
Tide342,2021-06-28,14:47,2.89,high,11840,Cape Woolamai
Tide343,2021-06-28,20:33,0.86,low,11840,Cape Woolamai
Tide344,2021-06-29,2:38,2.44,high,11840,Cape Woolamai
Tide345,2021-06-29,8:36,0.25,low,11840,Cape Woolamai
Tide346,2021-06-29,15:35,2.85,high,11840,Cape Woolamai
Tide347,2021-06-29,21:24,0.77,low,11840,Cape Woolamai
Tide348,2021-06-30,3:32,2.43,high,11840,Cape Woolamai
Tide349,2021-06-30,9:28,0.36,low,11840,Cape Woolamai
Tide350,2021-06-30,16:19,2.78,high,11840,Cape Woolamai
Tide351,2021-06-30,22:12,0.71,low,11840,Cape Woolamai
Tide352,2021-07-01,4:26,2.38,high,11840,Cape Woolamai
Tide353,2021-07-01,10:17,0.51,low,11840,Cape Woolamai
Tide354,2021-07-01,17:00,2.68,high,11840,Cape Woolamai
Tide355,2021-07-01,22:58,0.67,low,11840,Cape Woolamai
Tide356,2021-07-02,5:17,2.31,high,11840,Cape Woolamai
Tide357,2021-07-02,11:03,0.69,low,11840,Cape Woolamai
Tide358,2021-07-02,17:38,2.56,high,11840,Cape Woolamai
Tide359,2021-07-02,23:42,0.67,low,11840,Cape Woolamai
Tide360,2021-07-03,6:10,2.24,high,11840,Cape Woolamai
Tide361,2021-07-03,11:48,0.87,low,11840,Cape Woolamai
Tide362,2021-07-03,18:13,2.43,high,11840,Cape Woolamai
Tide363,2021-07-04,0:25,0.69,low,11840,Cape Woolamai
Tide364,2021-07-04,7:03,2.17,high,11840,Cape Woolamai
Tide365,2021-07-04,12:33,1.05,low,11840,Cape Woolamai
Tide366,2021-07-04,18:47,2.29,high,11840,Cape Woolamai
Tide367,2021-07-05,1:09,0.72,low,11840,Cape Woolamai
Tide368,2021-07-05,7:57,2.14,high,11840,Cape Woolamai
Tide369,2021-07-05,13:23,1.21,low,11840,Cape Woolamai
Tide370,2021-07-05,19:22,2.17,high,11840,Cape Woolamai
Tide371,2021-07-06,1:54,0.75,low,11840,Cape Woolamai
Tide372,2021-07-06,8:54,2.14,high,11840,Cape Woolamai
Tide373,2021-07-06,14:21,1.32,low,11840,Cape Woolamai
Tide374,2021-07-06,20:01,2.07,high,11840,Cape Woolamai
Tide375,2021-07-07,2:43,0.76,low,11840,Cape Woolamai
Tide376,2021-07-07,9:50,2.18,high,11840,Cape Woolamai
Tide377,2021-07-07,15:29,1.38,low,11840,Cape Woolamai
Tide378,2021-07-07,20:52,2,high,11840,Cape Woolamai
Tide379,2021-07-08,3:34,0.74,low,11840,Cape Woolamai
Tide380,2021-07-08,10:43,2.26,high,11840,Cape Woolamai
Tide381,2021-07-08,16:36,1.37,low,11840,Cape Woolamai
Tide382,2021-07-08,21:52,1.97,high,11840,Cape Woolamai
Tide383,2021-07-09,4:26,0.69,low,11840,Cape Woolamai
Tide384,2021-07-09,11:33,2.37,high,11840,Cape Woolamai
Tide385,2021-07-09,17:34,1.32,low,11840,Cape Woolamai
Tide386,2021-07-09,22:52,1.99,high,11840,Cape Woolamai
Tide387,2021-07-10,5:14,0.61,low,11840,Cape Woolamai
Tide388,2021-07-10,12:20,2.48,high,11840,Cape Woolamai
Tide389,2021-07-10,18:24,1.25,low,11840,Cape Woolamai
Tide390,2021-07-10,23:46,2.05,high,11840,Cape Woolamai
Tide391,2021-07-11,6:00,0.52,low,11840,Cape Woolamai
Tide392,2021-07-11,13:04,2.58,high,11840,Cape Woolamai
Tide393,2021-07-11,19:09,1.17,low,11840,Cape Woolamai
Tide394,2021-07-12,0:36,2.13,high,11840,Cape Woolamai
Tide395,2021-07-12,6:43,0.45,low,11840,Cape Woolamai
Tide396,2021-07-12,13:47,2.66,high,11840,Cape Woolamai
Tide397,2021-07-12,19:48,1.1,low,11840,Cape Woolamai
Tide398,2021-07-13,1:25,2.19,high,11840,Cape Woolamai
Tide399,2021-07-13,7:26,0.42,low,11840,Cape Woolamai
Tide400,2021-07-13,14:29,2.69,high,11840,Cape Woolamai
Tide401,2021-07-13,20:26,1.02,low,11840,Cape Woolamai
Tide402,2021-07-14,2:12,2.24,high,11840,Cape Woolamai
Tide403,2021-07-14,8:08,0.42,low,11840,Cape Woolamai
Tide404,2021-07-14,15:10,2.69,high,11840,Cape Woolamai
Tide405,2021-07-14,21:02,0.93,low,11840,Cape Woolamai
Tide406,2021-07-15,3:00,2.26,high,11840,Cape Woolamai
Tide407,2021-07-15,8:50,0.47,low,11840,Cape Woolamai
Tide408,2021-07-15,15:49,2.66,high,11840,Cape Woolamai
Tide409,2021-07-15,21:38,0.82,low,11840,Cape Woolamai
