ID,date,time,height,type,location_id,location_name
Tide208,2021-06-10,23:44:00,2.08,high,11840,Cape Woolamai
Tide209,2021-06-11,6:01:00,0.61,low,11840,Cape Woolamai
Tide210,2021-06-11,12:55:00,2.6,high,11840,Cape Woolamai
Tide211,2021-06-11,19:02:00,1.16,low,11840,Cape Woolamai
Tide212,2021-06-12,0:27:00,2.14,high,11840,Cape Woolamai
Tide213,2021-06-12,6:38:00,0.52,low,11840,Cape Woolamai
Tide214,2021-06-12,13:33:00,2.7,high,11840,Cape Woolamai
Tide215,2021-06-12,19:40:00,1.1,low,11840,Cape Woolamai
Tide216,2021-06-13,1:09:00,2.2,high,11840,Cape Woolamai
Tide217,2021-06-13,7:15:00,0.45,low,11840,Cape Woolamai
Tide218,2021-06-13,14:12:00,2.76,high,11840,Cape Woolamai
Tide219,2021-06-13,20:16:00,1.06,low,11840,Cape Woolamai
Tide220,2021-06-14,1:49:00,2.24,high,11840,Cape Woolamai
Tide221,2021-06-14,7:50:00,0.42,low,11840,Cape Woolamai
Tide222,2021-06-14,14:51:00,2.77,high,11840,Cape Woolamai
Tide223,2021-06-14,20:49:00,1.04,low,11840,Cape Woolamai
Tide224,2021-06-15,2:28:00,2.26,high,11840,Cape Woolamai
Tide225,2021-06-15,8:27:00,0.42,low,11840,Cape Woolamai
Tide226,2021-06-15,15:29:00,2.75,high,11840,Cape Woolamai
Tide227,2021-06-15,21:22:00,1.02,low,11840,Cape Woolamai
Tide228,2021-06-16,3:11:00,2.26,high,11840,Cape Woolamai
Tide229,2021-06-16,9:04:00,0.46,low,11840,Cape Woolamai
Tide230,2021-06-16,16:09:00,2.7,high,11840,Cape Woolamai
Tide231,2021-06-16,21:57:00,0.99,low,11840,Cape Woolamai
Tide232,2021-06-17,3:55:00,2.23,high,11840,Cape Woolamai
Tide233,2021-06-17,9:45:00,0.53,low,11840,Cape Woolamai
Tide234,2021-06-17,16:48:00,2.62,high,11840,Cape Woolamai
Tide235,2021-06-17,22:33:00,0.94,low,11840,Cape Woolamai
Tide236,2021-06-18,4:44:00,2.2,high,11840,Cape Woolamai
Tide237,2021-06-18,10:29:00,0.63,low,11840,Cape Woolamai
Tide238,2021-06-18,17:27:00,2.55,high,11840,Cape Woolamai
Tide239,2021-06-18,23:14:00,0.85,low,11840,Cape Woolamai
Tide240,2021-06-19,5:41:00,2.2,high,11840,Cape Woolamai
Tide241,2021-06-19,11:16:00,0.75,low,11840,Cape Woolamai
Tide242,2021-06-19,18:07:00,2.48,high,11840,Cape Woolamai
Tide243,2021-06-19,23:58:00,0.75,low,11840,Cape Woolamai
Tide244,2021-06-20,6:42:00,2.23,high,11840,Cape Woolamai
Tide245,2021-06-20,12:08:00,0.88,low,11840,Cape Woolamai
Tide246,2021-06-20,18:50:00,2.42,high,11840,Cape Woolamai
Tide247,2021-06-21,0:48:00,0.63,low,11840,Cape Woolamai
Tide248,2021-06-21,7:49:00,2.3,high,11840,Cape Woolamai
Tide249,2021-06-21,13:05:00,1.01,low,11840,Cape Woolamai
Tide250,2021-06-21,19:37:00,2.36,high,11840,Cape Woolamai
Tide251,2021-06-22,1:41:00,0.51,low,11840,Cape Woolamai
Tide252,2021-06-22,8:56:00,2.4,high,11840,Cape Woolamai
Tide253,2021-06-22,14:09:00,1.11,low,11840,Cape Woolamai
Tide254,2021-06-22,20:31:00,2.31,high,11840,Cape Woolamai
Tide255,2021-06-23,2:41:00,0.4,low,11840,Cape Woolamai
Tide256,2021-06-23,10:01:00,2.52,high,11840,Cape Woolamai
Tide257,2021-06-23,15:19:00,1.17,low,11840,Cape Woolamai
Tide258,2021-06-23,21:33:00,2.28,high,11840,Cape Woolamai
Tide259,2021-06-24,3:44:00,0.3,low,11840,Cape Woolamai
Tide260,2021-06-24,11:04:00,2.65,high,11840,Cape Woolamai
Tide261,2021-06-24,16:32:00,1.17,low,11840,Cape Woolamai
Tide262,2021-06-24,22:39:00,2.29,high,11840,Cape Woolamai
Tide263,2021-06-25,4:47:00,0.22,low,11840,Cape Woolamai
Tide264,2021-06-25,12:04:00,2.76,high,11840,Cape Woolamai
Tide265,2021-06-25,17:39:00,1.12,low,11840,Cape Woolamai
Tide266,2021-06-25,23:42:00,2.32,high,11840,Cape Woolamai
Tide267,2021-06-26,5:47:00,0.17,low,11840,Cape Woolamai
Tide268,2021-06-26,13:02:00,2.84,high,11840,Cape Woolamai
Tide269,2021-06-26,18:41:00,1.05,low,11840,Cape Woolamai
Tide270,2021-06-27,0:43:00,2.37,high,11840,Cape Woolamai
Tide271,2021-06-27,6:46:00,0.15,low,11840,Cape Woolamai
Tide272,2021-06-27,13:57:00,2.88,high,11840,Cape Woolamai
Tide273,2021-06-27,19:39:00,0.95,low,11840,Cape Woolamai
Tide274,2021-06-28,1:42:00,2.42,high,11840,Cape Woolamai
Tide275,2021-06-28,7:42:00,0.18,low,11840,Cape Woolamai
Tide276,2021-06-28,14:47:00,2.89,high,11840,Cape Woolamai
Tide277,2021-06-28,20:33:00,0.86,low,11840,Cape Woolamai
Tide278,2021-06-29,2:38:00,2.44,high,11840,Cape Woolamai
Tide279,2021-06-29,8:36:00,0.25,low,11840,Cape Woolamai
Tide280,2021-06-29,15:35:00,2.85,high,11840,Cape Woolamai
Tide281,2021-06-29,21:24:00,0.77,low,11840,Cape Woolamai
Tide282,2021-06-30,3:32:00,2.43,high,11840,Cape Woolamai
Tide283,2021-06-30,9:28:00,0.36,low,11840,Cape Woolamai
Tide284,2021-06-30,16:19:00,2.78,high,11840,Cape Woolamai
Tide285,2021-06-30,22:12:00,0.71,low,11840,Cape Woolamai
Tide286,2021-07-01,4:26:00,2.38,high,11840,Cape Woolamai
Tide287,2021-07-01,10:17:00,0.51,low,11840,Cape Woolamai
Tide288,2021-07-01,17:00:00,2.68,high,11840,Cape Woolamai
Tide289,2021-07-01,22:58:00,0.67,low,11840,Cape Woolamai
Tide290,2021-07-02,5:17:00,2.31,high,11840,Cape Woolamai
Tide291,2021-07-02,11:03:00,0.69,low,11840,Cape Woolamai
Tide292,2021-07-02,17:38:00,2.56,high,11840,Cape Woolamai
Tide293,2021-07-02,23:42:00,0.67,low,11840,Cape Woolamai
Tide294,2021-07-03,6:10:00,2.24,high,11840,Cape Woolamai
Tide295,2021-07-03,11:48:00,0.87,low,11840,Cape Woolamai
Tide296,2021-07-03,18:13:00,2.43,high,11840,Cape Woolamai
Tide297,2021-07-04,0:25:00,0.69,low,11840,Cape Woolamai
Tide298,2021-07-04,7:03:00,2.17,high,11840,Cape Woolamai
Tide299,2021-07-04,12:33:00,1.05,low,11840,Cape Woolamai
Tide300,2021-07-04,18:47:00,2.29,high,11840,Cape Woolamai
Tide301,2021-07-05,1:09:00,0.72,low,11840,Cape Woolamai
Tide302,2021-07-05,7:57:00,2.14,high,11840,Cape Woolamai
Tide303,2021-07-05,13:23:00,1.21,low,11840,Cape Woolamai
Tide304,2021-07-05,19:22:00,2.17,high,11840,Cape Woolamai
Tide305,2021-07-06,1:54:00,0.75,low,11840,Cape Woolamai
Tide306,2021-07-06,8:54:00,2.14,high,11840,Cape Woolamai
Tide307,2021-07-06,14:21:00,1.32,low,11840,Cape Woolamai
Tide308,2021-07-06,20:01:00,2.07,high,11840,Cape Woolamai
Tide309,2021-07-07,2:43:00,0.76,low,11840,Cape Woolamai
Tide310,2021-07-07,9:50:00,2.18,high,11840,Cape Woolamai
Tide311,2021-07-07,15:29:00,1.38,low,11840,Cape Woolamai
Tide312,2021-07-07,20:52:00,2,high,11840,Cape Woolamai
Tide313,2021-07-08,3:34:00,0.74,low,11840,Cape Woolamai
Tide314,2021-07-08,10:43:00,2.26,high,11840,Cape Woolamai
Tide315,2021-07-08,16:36:00,1.37,low,11840,Cape Woolamai
Tide316,2021-07-08,21:52:00,1.97,high,11840,Cape Woolamai
Tide317,2021-07-09,4:26:00,0.69,low,11840,Cape Woolamai
Tide318,2021-07-09,11:33:00,2.37,high,11840,Cape Woolamai
Tide319,2021-07-09,17:34:00,1.32,low,11840,Cape Woolamai
Tide320,2021-07-09,22:52:00,1.99,high,11840,Cape Woolamai
Tide321,2021-07-10,5:14:00,0.61,low,11840,Cape Woolamai
Tide322,2021-07-10,12:20:00,2.48,high,11840,Cape Woolamai
Tide323,2021-07-10,18:24:00,1.25,low,11840,Cape Woolamai
Tide324,2021-07-10,23:46:00,2.05,high,11840,Cape Woolamai
Tide325,2021-07-11,6:00:00,0.52,low,11840,Cape Woolamai
Tide326,2021-07-11,13:04:00,2.58,high,11840,Cape Woolamai
Tide327,2021-07-11,19:09:00,1.17,low,11840,Cape Woolamai
Tide328,2021-07-12,0:36:00,2.13,high,11840,Cape Woolamai
Tide329,2021-07-12,6:43:00,0.45,low,11840,Cape Woolamai
Tide330,2021-07-12,13:47:00,2.66,high,11840,Cape Woolamai
Tide331,2021-07-12,19:48:00,1.1,low,11840,Cape Woolamai
Tide332,2021-07-13,1:25:00,2.19,high,11840,Cape Woolamai
Tide333,2021-07-13,7:26:00,0.42,low,11840,Cape Woolamai
Tide334,2021-07-13,14:29:00,2.69,high,11840,Cape Woolamai
Tide335,2021-07-13,20:26:00,1.02,low,11840,Cape Woolamai
Tide336,2021-07-14,2:12:00,2.24,high,11840,Cape Woolamai
Tide337,2021-07-14,8:08:00,0.42,low,11840,Cape Woolamai
Tide338,2021-07-14,15:10:00,2.69,high,11840,Cape Woolamai
Tide339,2021-07-14,21:02:00,0.93,low,11840,Cape Woolamai
Tide340,2021-07-15,3:00:00,2.26,high,11840,Cape Woolamai
Tide341,2021-07-15,8:50:00,0.47,low,11840,Cape Woolamai
Tide342,2021-07-15,15:49:00,2.66,high,11840,Cape Woolamai
Tide343,2021-07-15,21:38:00,0.82,low,11840,Cape Woolamai
Tide344,2021-07-16,3:51:00,2.28,high,11840,Cape Woolamai
Tide345,2021-07-16,9:33:00,0.55,low,11840,Cape Woolamai
Tide346,2021-07-16,16:27:00,2.61,high,11840,Cape Woolamai
Tide347,2021-07-16,22:16:00,0.71,low,11840,Cape Woolamai
Tide348,2021-07-17,4:44:00,2.3,high,11840,Cape Woolamai
Tide349,2021-07-17,10:18:00,0.66,low,11840,Cape Woolamai
Tide350,2021-07-17,17:04:00,2.54,high,11840,Cape Woolamai
Tide351,2021-07-17,22:55:00,0.58,low,11840,Cape Woolamai
Tide352,2021-07-18,5:39:00,2.32,high,11840,Cape Woolamai
Tide353,2021-07-18,11:05:00,0.77,low,11840,Cape Woolamai
Tide354,2021-07-18,17:42:00,2.48,high,11840,Cape Woolamai
Tide355,2021-07-18,23:38:00,0.46,low,11840,Cape Woolamai
Tide356,2021-07-19,6:34:00,2.36,high,11840,Cape Woolamai
Tide357,2021-07-19,11:55:00,0.89,low,11840,Cape Woolamai
Tide358,2021-07-19,18:20:00,2.42,high,11840,Cape Woolamai
Tide359,2021-07-20,0:25:00,0.35,low,11840,Cape Woolamai
Tide360,2021-07-20,7:32:00,2.41,high,11840,Cape Woolamai
Tide361,2021-07-20,12:48:00,1,low,11840,Cape Woolamai
Tide362,2021-07-20,19:03:00,2.36,high,11840,Cape Woolamai
Tide363,2021-07-21,1:17:00,0.29,low,11840,Cape Woolamai
Tide364,2021-07-21,8:33:00,2.45,high,11840,Cape Woolamai
Tide365,2021-07-21,13:47:00,1.09,low,11840,Cape Woolamai
Tide366,2021-07-21,19:55:00,2.3,high,11840,Cape Woolamai
Tide367,2021-07-22,2:14:00,0.26,low,11840,Cape Woolamai
Tide368,2021-07-22,9:37:00,2.49,high,11840,Cape Woolamai
Tide369,2021-07-22,14:51:00,1.16,low,11840,Cape Woolamai
Tide370,2021-07-22,20:57:00,2.24,high,11840,Cape Woolamai
Tide371,2021-07-23,3:16:00,0.26,low,11840,Cape Woolamai
Tide372,2021-07-23,10:42:00,2.53,high,11840,Cape Woolamai
Tide373,2021-07-23,16:02:00,1.19,low,11840,Cape Woolamai
Tide374,2021-07-23,22:11:00,2.21,high,11840,Cape Woolamai
Tide375,2021-07-24,4:21:00,0.27,low,11840,Cape Woolamai
Tide376,2021-07-24,11:45:00,2.58,high,11840,Cape Woolamai
Tide377,2021-07-24,17:13:00,1.15,low,11840,Cape Woolamai
Tide378,2021-07-24,23:23:00,2.23,high,11840,Cape Woolamai
Tide379,2021-07-25,5:27:00,0.28,low,11840,Cape Woolamai
Tide380,2021-07-25,12:44:00,2.64,high,11840,Cape Woolamai
Tide381,2021-07-25,18:20:00,1.06,low,11840,Cape Woolamai
Tide382,2021-07-26,0:29:00,2.28,high,11840,Cape Woolamai
Tide383,2021-07-26,6:31:00,0.29,low,11840,Cape Woolamai
Tide384,2021-07-26,13:40:00,2.69,high,11840,Cape Woolamai
Tide385,2021-07-26,19:23:00,0.94,low,11840,Cape Woolamai
Tide386,2021-07-27,1:31:00,2.34,high,11840,Cape Woolamai
Tide387,2021-07-27,7:30:00,0.32,low,11840,Cape Woolamai
